ID_Funcionario,Departamento,Nivel_Acesso,Data_Hora,Arquivo_Acessado,IP_Origem,Pais
FUNC698,RH,Estagiario,2026-04-01 18:46:49,lista_clientes.csv,129.202.147.167,Russia
FUNC469,Operacoes,Diretor,2026-03-28 14:11:49,codigo_fonte.git,253.192.174.219,China
FUNC229,RH,Diretor,2026-03-21 14:16:49,folha_pagamento.pdf,58.56.158.229,China
FUNC875,Operacoes,Analista,2026-03-23 04:22:49,folha_pagamento.pdf,198.19.63.157,China
FUNC222,RH,Estagiario,2026-04-01 16:49:49,codigo_fonte.git,227.128.84.45,Russia
FUNC581,Financeiro,Analista,2026-04-12 10:27:49,folha_pagamento.pdf,206.78.219.123,Russia
FUNC174,Operacoes,Estagiario,2026-04-05 20:53:49,relatorio_mensal.xlsx,105.204.164.104,EUA
FUNC187,Financeiro,Analista,2026-04-11 01:06:49,codigo_fonte.git,86.174.15.90,Russia
FUNC348,Vendas,Analista,2026-04-12 14:11:49,lista_clientes.csv,77.13.103.225,EUA
FUNC882,Financeiro,Estagiario,2026-04-19 18:31:49,folha_pagamento.pdf,1.183.113.245,China
FUNC448,TI,Gerente,2026-04-14 20:26:49,folha_pagamento.pdf,113.5.240.154,Russia
FUNC777,RH,Analista,2026-03-23 08:28:49,codigo_fonte.git,203.2.113.145,China
FUNC751,Operacoes,Diretor,2026-04-07 08:21:49,planejamento_estrategico.pptx,251.252.160.142,China
FUNC723,Vendas,Diretor,2026-04-05 07:27:49,lista_clientes.csv,98.203.75.91,China
FUNC576,RH,Gerente,2026-04-03 13:52:49,relatorio_mensal.xlsx,21.4.31.243,EUA
FUNC904,Vendas,Analista,2026-04-06 13:27:49,lista_clientes.csv,78.22.178.255,EUA
FUNC915,RH,Gerente,2026-03-24 17:49:49,folha_pagamento.pdf,117.130.103.132,Russia
FUNC450,Operacoes,Estagiario,2026-03-29 17:47:49,relatorio_mensal.xlsx,43.233.254.244,Russia
FUNC860,Financeiro,Diretor,2026-04-16 11:26:49,folha_pagamento.pdf,248.217.21.67,Russia
FUNC813,TI,Diretor,2026-04-14 18:20:49,relatorio_mensal.xlsx,5.205.90.253,China
FUNC563,Vendas,Diretor,2026-03-20 21:07:49,planejamento_estrategico.pptx,196.124.80.161,China
FUNC201,Financeiro,Diretor,2026-03-23 17:52:49,planejamento_estrategico.pptx,89.140.217.14,China
FUNC984,Financeiro,Analista,2026-04-04 17:30:49,folha_pagamento.pdf,217.172.56.73,China
FUNC378,Financeiro,Diretor,2026-03-31 19:06:49,planejamento_estrategico.pptx,207.151.234.187,Russia
FUNC940,Operacoes,Estagiario,2026-04-16 01:58:49,planejamento_estrategico.pptx,75.200.60.196,China
FUNC579,Vendas,Diretor,2026-04-14 12:58:49,relatorio_mensal.xlsx,217.104.124.232,Russia
FUNC497,RH,Estagiario,2026-04-07 22:30:49,lista_clientes.csv,102.186.223.139,Russia
FUNC764,Financeiro,Diretor,2026-03-20 13:13:49,folha_pagamento.pdf,27.20.154.176,EUA
FUNC358,TI,Analista,2026-04-09 16:14:49,lista_clientes.csv,35.22.133.52,EUA
FUNC941,Financeiro,Gerente,2026-04-02 07:34:49,relatorio_mensal.xlsx,32.214.116.137,China
FUNC866,Vendas,Gerente,2026-04-06 13:26:49,lista_clientes.csv,144.127.82.244,Russia
FUNC951,Operacoes,Gerente,2026-04-19 01:32:49,codigo_fonte.git,75.42.108.12,China
FUNC863,RH,Diretor,2026-04-02 16:14:49,folha_pagamento.pdf,122.246.184.142,China
FUNC248,Vendas,Estagiario,2026-04-04 00:25:49,lista_clientes.csv,145.227.84.37,EUA
FUNC134,Financeiro,Estagiario,2026-04-04 20:58:49,codigo_fonte.git,208.59.244.132,China
FUNC369,TI,Diretor,2026-03-30 02:34:49,folha_pagamento.pdf,255.74.218.75,Russia
FUNC435,Operacoes,Diretor,2026-03-31 18:20:49,lista_clientes.csv,220.55.148.85,China
FUNC976,Vendas,Estagiario,2026-04-17 22:07:49,codigo_fonte.git,159.117.163.31,Russia
FUNC513,Financeiro,Gerente,2026-04-02 03:59:49,planejamento_estrategico.pptx,66.220.64.242,EUA
FUNC322,Financeiro,Estagiario,2026-03-28 14:53:49,relatorio_mensal.xlsx,249.172.95.251,China
FUNC342,TI,Diretor,2026-04-04 19:57:49,relatorio_mensal.xlsx,224.202.169.52,EUA
FUNC580,TI,Analista,2026-04-02 14:16:49,planejamento_estrategico.pptx,109.80.39.21,Russia
FUNC985,Financeiro,Estagiario,2026-04-06 13:14:49,codigo_fonte.git,60.17.98.140,China
FUNC230,Financeiro,Analista,2026-04-11 02:34:49,folha_pagamento.pdf,119.9.30.197,Russia
FUNC331,Vendas,Estagiario,2026-04-13 04:20:49,codigo_fonte.git,215.34.39.169,Russia
FUNC843,Financeiro,Gerente,2026-04-19 06:50:49,planejamento_estrategico.pptx,165.65.221.177,EUA
FUNC454,TI,Estagiario,2026-03-28 09:31:49,relatorio_mensal.xlsx,152.149.178.22,China
FUNC113,TI,Analista,2026-03-20 04:14:49,planejamento_estrategico.pptx,136.12.59.140,Russia
FUNC207,Operacoes,Estagiario,2026-04-10 15:55:49,folha_pagamento.pdf,251.40.111.14,EUA
FUNC800,RH,Gerente,2026-03-29 09:10:49,planejamento_estrategico.pptx,49.9.16.60,EUA
FUNC812,Financeiro,Gerente,2026-04-14 05:47:49,relatorio_mensal.xlsx,24.23.116.121,China
FUNC533,RH,Analista,2026-03-31 02:33:49,lista_clientes.csv,224.235.232.156,EUA
FUNC532,Vendas,Diretor,2026-04-19 02:38:49,folha_pagamento.pdf,85.75.159.236,China
FUNC912,Vendas,Analista,2026-03-28 02:10:49,planejamento_estrategico.pptx,102.210.217.180,China
FUNC293,RH,Diretor,2026-03-26 17:33:49,planejamento_estrategico.pptx,157.32.73.66,EUA
FUNC925,TI,Estagiario,2026-04-19 08:13:49,codigo_fonte.git,44.9.223.237,China
FUNC502,Operacoes,Analista,2026-03-29 07:20:49,folha_pagamento.pdf,251.177.254.239,China
FUNC639,Financeiro,Estagiario,2026-04-06 12:22:49,relatorio_mensal.xlsx,188.120.11.139,China
FUNC530,Financeiro,Diretor,2026-04-15 00:19:49,planejamento_estrategico.pptx,168.114.248.192,EUA
FUNC114,Financeiro,Gerente,2026-04-07 08:26:49,lista_clientes.csv,219.5.66.190,Russia
FUNC905,TI,Diretor,2026-04-15 22:16:49,codigo_fonte.git,31.85.14.131,EUA
FUNC928,TI,Estagiario,2026-03-21 03:52:49,planejamento_estrategico.pptx,140.188.225.84,China
FUNC533,Operacoes,Analista,2026-04-08 17:13:49,folha_pagamento.pdf,145.226.25.205,Russia
FUNC959,RH,Diretor,2026-04-09 02:56:49,planejamento_estrategico.pptx,90.119.71.133,Russia
FUNC789,Vendas,Gerente,2026-03-23 16:03:49,lista_clientes.csv,169.216.115.120,China
FUNC140,Financeiro,Gerente,2026-03-29 20:35:49,lista_clientes.csv,241.211.43.41,EUA
FUNC736,Operacoes,Gerente,2026-03-26 12:12:49,planejamento_estrategico.pptx,181.44.219.138,China
FUNC515,Financeiro,Gerente,2026-04-02 05:21:49,relatorio_mensal.xlsx,11.217.136.150,Russia
FUNC962,Operacoes,Estagiario,2026-04-19 04:24:49,relatorio_mensal.xlsx,193.154.4.130,Russia
FUNC229,Financeiro,Diretor,2026-04-14 07:29:49,relatorio_mensal.xlsx,170.243.87.223,EUA
FUNC756,TI,Gerente,2026-04-02 17:56:49,relatorio_mensal.xlsx,179.150.79.212,China
FUNC128,RH,Gerente,2026-04-03 12:23:49,codigo_fonte.git,103.10.20.120,Russia
FUNC312,TI,Diretor,2026-04-17 18:43:49,relatorio_mensal.xlsx,237.176.242.26,Russia
FUNC336,Vendas,Analista,2026-03-26 17:13:49,relatorio_mensal.xlsx,198.251.34.177,EUA
FUNC495,RH,Diretor,2026-03-31 02:24:49,planejamento_estrategico.pptx,27.178.187.71,Russia
FUNC629,Vendas,Estagiario,2026-03-24 22:28:49,lista_clientes.csv,10.208.149.65,China
FUNC428,Vendas,Diretor,2026-03-31 10:54:49,relatorio_mensal.xlsx,88.239.102.246,China
FUNC964,TI,Estagiario,2026-04-15 23:42:49,planejamento_estrategico.pptx,150.54.248.110,EUA
FUNC339,Operacoes,Gerente,2026-04-17 18:55:49,folha_pagamento.pdf,32.119.190.207,China
FUNC264,Operacoes,Diretor,2026-04-14 11:18:49,planejamento_estrategico.pptx,144.114.164.132,Russia
FUNC412,Financeiro,Analista,2026-03-21 01:32:49,lista_clientes.csv,110.172.38.67,EUA
FUNC183,TI,Gerente,2026-04-15 09:12:49,relatorio_mensal.xlsx,96.166.58.83,EUA
FUNC667,RH,Estagiario,2026-03-20 09:37:49,planejamento_estrategico.pptx,128.243.149.43,EUA
FUNC285,Operacoes,Analista,2026-04-08 02:46:49,planejamento_estrategico.pptx,120.244.158.213,Russia
FUNC611,TI,Estagiario,2026-04-14 21:15:49,codigo_fonte.git,63.220.40.175,China
FUNC498,TI,Analista,2026-04-16 18:12:49,relatorio_mensal.xlsx,45.188.143.17,Russia
FUNC521,TI,Analista,2026-03-22 04:40:49,folha_pagamento.pdf,124.176.87.3,China
FUNC562,Financeiro,Gerente,2026-04-02 21:16:49,lista_clientes.csv,83.7.129.146,China
FUNC836,Operacoes,Diretor,2026-04-02 05:17:49,relatorio_mensal.xlsx,172.188.74.13,EUA
FUNC229,TI,Gerente,2026-03-20 00:05:49,planejamento_estrategico.pptx,252.125.110.244,China
FUNC406,Financeiro,Estagiario,2026-04-06 06:03:49,relatorio_mensal.xlsx,33.251.26.224,Russia
FUNC639,TI,Gerente,2026-04-14 14:58:49,planejamento_estrategico.pptx,49.28.164.45,Russia
FUNC352,Vendas,Diretor,2026-03-26 16:00:49,relatorio_mensal.xlsx,16.236.252.15,EUA
FUNC639,RH,Diretor,2026-03-20 07:28:49,lista_clientes.csv,209.215.18.27,EUA
FUNC605,Operacoes,Diretor,2026-03-28 06:31:49,codigo_fonte.git,87.240.222.138,Russia
FUNC209,Financeiro,Estagiario,2026-04-02 21:01:49,lista_clientes.csv,232.224.76.248,Russia
FUNC716,Vendas,Estagiario,2026-04-14 00:46:49,lista_clientes.csv,121.159.141.89,EUA
FUNC912,RH,Analista,2026-04-10 23:52:49,folha_pagamento.pdf,85.226.109.78,Russia
FUNC751,Financeiro,Estagiario,2026-04-09 01:37:49,relatorio_mensal.xlsx,215.89.66.153,EUA
FUNC426,Vendas,Diretor,2026-04-15 23:46:49,codigo_fonte.git,223.180.16.203,EUA
FUNC181,RH,Analista,2026-03-22 22:45:49,folha_pagamento.pdf,11.6.114.94,Russia
FUNC119,Financeiro,Diretor,2026-04-11 02:02:49,folha_pagamento.pdf,51.100.131.141,China
FUNC984,Financeiro,Gerente,2026-03-20 00:43:49,folha_pagamento.pdf,130.74.240.199,Russia
FUNC531,Financeiro,Analista,2026-04-08 12:18:49,folha_pagamento.pdf,160.201.229.255,China
FUNC211,RH,Estagiario,2026-03-21 16:47:49,codigo_fonte.git,253.10.58.111,Russia
FUNC395,RH,Analista,2026-03-28 01:56:49,relatorio_mensal.xlsx,214.95.125.42,EUA
FUNC712,Vendas,Diretor,2026-04-09 19:09:49,codigo_fonte.git,170.123.174.184,EUA
FUNC347,Operacoes,Diretor,2026-04-04 20:59:49,planejamento_estrategico.pptx,107.249.2.208,EUA
FUNC679,Financeiro,Gerente,2026-03-20 09:00:49,planejamento_estrategico.pptx,130.68.230.59,China
FUNC884,TI,Analista,2026-04-08 19:52:49,planejamento_estrategico.pptx,86.24.184.23,China
FUNC309,RH,Analista,2026-04-05 03:06:49,lista_clientes.csv,27.163.37.226,Russia
FUNC418,Vendas,Analista,2026-04-18 12:12:49,codigo_fonte.git,106.137.39.212,Russia
FUNC152,RH,Analista,2026-04-11 01:26:49,codigo_fonte.git,1.160.88.254,EUA
FUNC133,RH,Gerente,2026-03-22 00:41:49,codigo_fonte.git,140.240.219.180,China
FUNC652,RH,Analista,2026-03-24 02:15:49,planejamento_estrategico.pptx,10.58.123.240,China
FUNC300,TI,Estagiario,2026-03-28 11:31:49,lista_clientes.csv,213.176.190.162,EUA
FUNC131,Financeiro,Diretor,2026-04-15 20:36:49,folha_pagamento.pdf,243.114.215.120,Russia
FUNC189,Operacoes,Estagiario,2026-03-27 02:20:49,planejamento_estrategico.pptx,45.32.23.104,EUA
FUNC749,RH,Estagiario,2026-03-22 18:10:49,codigo_fonte.git,78.9.167.102,Russia
FUNC114,TI,Diretor,2026-03-21 10:19:49,folha_pagamento.pdf,216.44.4.255,EUA
FUNC587,Financeiro,Diretor,2026-04-06 03:41:49,planejamento_estrategico.pptx,22.239.111.6,Russia
FUNC571,Vendas,Gerente,2026-04-10 08:17:49,folha_pagamento.pdf,231.141.66.148,China
FUNC240,Vendas,Estagiario,2026-04-18 18:19:49,lista_clientes.csv,111.65.45.245,China
FUNC903,TI,Diretor,2026-04-09 21:41:49,relatorio_mensal.xlsx,55.62.253.86,China
FUNC583,Vendas,Diretor,2026-04-04 07:03:49,folha_pagamento.pdf,209.114.155.94,Russia
FUNC811,Vendas,Gerente,2026-03-29 07:55:49,relatorio_mensal.xlsx,111.219.212.135,Russia
FUNC144,TI,Gerente,2026-03-26 10:20:49,codigo_fonte.git,48.48.59.76,China
FUNC211,Vendas,Estagiario,2026-04-05 06:43:49,folha_pagamento.pdf,218.246.100.196,EUA
FUNC437,RH,Analista,2026-03-31 05:20:49,relatorio_mensal.xlsx,187.85.27.218,Russia
FUNC911,TI,Analista,2026-04-05 06:24:49,relatorio_mensal.xlsx,95.131.138.216,Russia
FUNC932,RH,Gerente,2026-04-18 01:45:49,codigo_fonte.git,54.165.26.115,Russia
FUNC118,Vendas,Estagiario,2026-03-25 20:24:49,planejamento_estrategico.pptx,65.46.223.129,China
FUNC269,Vendas,Estagiario,2026-04-16 21:44:49,lista_clientes.csv,202.138.160.141,Russia
FUNC788,TI,Estagiario,2026-03-30 05:40:49,codigo_fonte.git,201.156.139.79,EUA
FUNC865,Vendas,Analista,2026-04-11 22:27:49,folha_pagamento.pdf,184.182.94.196,Russia
FUNC571,TI,Diretor,2026-04-07 04:06:49,lista_clientes.csv,132.56.215.52,Russia
FUNC539,Vendas,Analista,2026-03-21 00:45:49,codigo_fonte.git,194.181.144.233,EUA
FUNC946,Operacoes,Gerente,2026-03-23 19:45:49,planejamento_estrategico.pptx,242.85.17.209,EUA
FUNC329,TI,Gerente,2026-04-15 13:33:49,lista_clientes.csv,87.251.16.226,Russia
FUNC852,Financeiro,Estagiario,2026-04-16 17:09:49,planejamento_estrategico.pptx,233.108.66.69,EUA
FUNC551,Financeiro,Estagiario,2026-04-12 02:12:49,folha_pagamento.pdf,235.232.248.41,Russia
FUNC722,Operacoes,Gerente,2026-04-11 05:46:49,folha_pagamento.pdf,161.209.242.120,Russia
FUNC672,TI,Gerente,2026-03-20 12:58:49,codigo_fonte.git,198.209.98.181,EUA
FUNC994,Financeiro,Analista,2026-04-01 17:03:49,folha_pagamento.pdf,17.216.92.94,Russia
FUNC707,RH,Analista,2026-04-19 20:33:49,codigo_fonte.git,144.155.187.211,China
FUNC550,Operacoes,Diretor,2026-04-06 20:16:49,relatorio_mensal.xlsx,48.40.192.150,EUA
FUNC176,Financeiro,Analista,2026-04-18 14:46:49,lista_clientes.csv,111.108.13.244,Russia
FUNC786,Operacoes,Estagiario,2026-03-24 08:25:49,planejamento_estrategico.pptx,49.127.189.74,EUA
FUNC620,Operacoes,Analista,2026-04-12 08:17:49,folha_pagamento.pdf,1.12.172.30,Russia
FUNC193,Financeiro,Diretor,2026-04-02 15:36:49,lista_clientes.csv,102.162.245.227,Russia
FUNC295,Operacoes,Diretor,2026-04-09 16:10:49,codigo_fonte.git,139.145.137.80,China
FUNC149,RH,Analista,2026-04-02 07:47:49,relatorio_mensal.xlsx,229.66.113.25,China
FUNC933,Financeiro,Diretor,2026-03-27 14:21:49,planejamento_estrategico.pptx,197.5.147.118,Russia
FUNC794,TI,Gerente,2026-04-14 09:42:49,codigo_fonte.git,218.41.118.211,China
FUNC989,Financeiro,Analista,2026-04-11 14:38:49,planejamento_estrategico.pptx,114.118.86.40,EUA
FUNC932,Vendas,Estagiario,2026-04-17 22:02:49,folha_pagamento.pdf,27.197.227.247,Russia
FUNC119,Vendas,Diretor,2026-04-04 21:58:49,relatorio_mensal.xlsx,186.150.160.95,Russia
FUNC421,TI,Analista,2026-03-24 18:40:49,lista_clientes.csv,32.61.148.166,China
FUNC964,Vendas,Analista,2026-03-26 02:45:49,folha_pagamento.pdf,236.22.218.142,EUA
FUNC766,Financeiro,Estagiario,2026-03-27 10:43:49,planejamento_estrategico.pptx,133.251.49.37,Russia
FUNC267,Vendas,Analista,2026-03-27 18:06:49,planejamento_estrategico.pptx,249.163.220.84,EUA
FUNC950,Financeiro,Estagiario,2026-04-03 08:31:49,codigo_fonte.git,44.40.254.126,Russia
FUNC892,Vendas,Estagiario,2026-04-18 03:41:49,folha_pagamento.pdf,188.182.124.139,Russia
FUNC603,Operacoes,Diretor,2026-04-15 02:50:49,relatorio_mensal.xlsx,107.80.40.184,China
FUNC144,Financeiro,Estagiario,2026-03-25 13:35:49,folha_pagamento.pdf,81.195.154.102,Russia
FUNC369,TI,Analista,2026-04-05 23:29:49,planejamento_estrategico.pptx,187.151.156.49,Russia
FUNC796,Vendas,Estagiario,2026-04-15 16:35:49,relatorio_mensal.xlsx,91.154.177.126,EUA
FUNC327,Operacoes,Gerente,2026-03-21 04:41:49,lista_clientes.csv,163.88.35.7,Russia
FUNC575,RH,Diretor,2026-04-17 20:03:49,lista_clientes.csv,161.243.76.73,Russia
FUNC342,RH,Gerente,2026-03-25 07:14:49,folha_pagamento.pdf,105.58.112.213,EUA
FUNC843,RH,Gerente,2026-04-16 04:57:49,lista_clientes.csv,228.81.123.133,China
FUNC123,Vendas,Gerente,2026-03-26 10:05:49,codigo_fonte.git,21.142.31.85,China
FUNC103,TI,Gerente,2026-04-09 19:37:49,planejamento_estrategico.pptx,185.56.3.27,Russia
FUNC186,Operacoes,Estagiario,2026-04-19 08:35:49,folha_pagamento.pdf,44.90.245.214,China
FUNC208,Operacoes,Gerente,2026-03-21 22:02:49,lista_clientes.csv,17.245.30.74,China
FUNC919,Vendas,Analista,2026-03-29 23:04:49,planejamento_estrategico.pptx,48.220.122.231,China
FUNC678,Vendas,Estagiario,2026-04-05 03:22:49,planejamento_estrategico.pptx,152.236.1.51,EUA
FUNC932,Operacoes,Estagiario,2026-03-30 06:09:49,lista_clientes.csv,190.181.42.122,China
FUNC284,Financeiro,Gerente,2026-04-08 18:47:49,folha_pagamento.pdf,3.54.52.46,China
FUNC566,Vendas,Estagiario,2026-04-15 05:29:49,relatorio_mensal.xlsx,232.159.89.39,EUA
FUNC681,TI,Estagiario,2026-03-29 17:28:49,relatorio_mensal.xlsx,178.232.217.100,China
FUNC211,RH,Gerente,2026-04-03 13:27:49,relatorio_mensal.xlsx,122.184.100.178,China
FUNC408,RH,Analista,2026-03-22 17:41:49,codigo_fonte.git,11.160.144.189,China
FUNC696,Operacoes,Estagiario,2026-04-18 04:19:49,lista_clientes.csv,97.205.68.16,EUA
FUNC564,TI,Diretor,2026-04-16 18:14:49,planejamento_estrategico.pptx,225.210.103.3,EUA
FUNC101,Operacoes,Diretor,2026-03-24 17:13:49,lista_clientes.csv,249.157.70.93,Russia
FUNC511,RH,Analista,2026-03-24 03:15:49,lista_clientes.csv,237.132.152.46,China
FUNC321,TI,Gerente,2026-04-12 08:33:49,relatorio_mensal.xlsx,113.27.14.63,Russia
FUNC636,RH,Estagiario,2026-03-30 05:16:49,planejamento_estrategico.pptx,72.140.60.238,Russia
FUNC350,Vendas,Analista,2026-04-12 09:37:49,lista_clientes.csv,203.73.169.204,EUA
FUNC830,Financeiro,Analista,2026-03-21 09:48:49,planejamento_estrategico.pptx,230.138.101.92,China
FUNC890,Vendas,Diretor,2026-04-15 13:57:49,planejamento_estrategico.pptx,79.252.162.140,Russia
FUNC605,RH,Estagiario,2026-04-06 03:41:49,folha_pagamento.pdf,110.79.86.75,China
FUNC842,RH,Analista,2026-03-23 08:48:49,planejamento_estrategico.pptx,148.221.113.218,Russia
FUNC516,TI,Diretor,2026-04-17 13:12:49,folha_pagamento.pdf,6.161.149.55,Russia
FUNC422,Operacoes,Analista,2026-03-31 08:09:49,planejamento_estrategico.pptx,175.23.13.88,EUA
FUNC302,RH,Analista,2026-03-22 22:24:49,planejamento_estrategico.pptx,193.4.168.128,Russia
FUNC490,Operacoes,Diretor,2026-03-26 22:03:49,folha_pagamento.pdf,163.108.30.165,EUA
FUNC771,RH,Diretor,2026-03-24 13:49:49,planejamento_estrategico.pptx,142.81.40.49,Russia
FUNC309,Operacoes,Diretor,2026-03-25 08:09:49,relatorio_mensal.xlsx,67.132.35.30,EUA
FUNC414,TI,Gerente,2026-04-18 23:11:49,relatorio_mensal.xlsx,144.128.203.175,Russia
FUNC491,RH,Analista,2026-03-23 11:33:49,lista_clientes.csv,40.233.160.121,Russia
FUNC334,RH,Estagiario,2026-04-09 23:38:49,folha_pagamento.pdf,11.30.127.96,Russia
FUNC932,RH,Diretor,2026-04-12 17:54:49,relatorio_mensal.xlsx,140.128.70.104,Russia
FUNC610,Vendas,Analista,2026-03-28 10:33:49,planejamento_estrategico.pptx,43.180.70.224,China
FUNC469,RH,Estagiario,2026-04-08 00:22:49,relatorio_mensal.xlsx,223.160.88.228,China
FUNC888,Operacoes,Estagiario,2026-04-03 14:44:49,lista_clientes.csv,18.170.4.217,Russia
FUNC123,Financeiro,Analista,2026-04-03 15:06:49,folha_pagamento.pdf,238.96.89.129,China
FUNC281,Financeiro,Estagiario,2026-04-14 13:18:49,planejamento_estrategico.pptx,202.176.26.250,China
FUNC775,RH,Diretor,2026-04-19 13:35:49,codigo_fonte.git,221.42.91.221,Russia
FUNC735,RH,Gerente,2026-04-04 01:40:49,relatorio_mensal.xlsx,89.144.103.120,Russia
FUNC632,Operacoes,Diretor,2026-03-23 13:50:49,folha_pagamento.pdf,119.231.14.235,China
FUNC795,RH,Analista,2026-04-01 11:36:49,codigo_fonte.git,245.248.245.137,China
FUNC697,Vendas,Diretor,2026-03-20 05:22:49,lista_clientes.csv,47.52.117.185,Russia
FUNC742,TI,Diretor,2026-04-15 12:24:49,relatorio_mensal.xlsx,145.165.187.190,Russia
FUNC829,Vendas,Gerente,2026-04-01 03:08:49,planejamento_estrategico.pptx,53.121.149.214,Russia
FUNC527,RH,Gerente,2026-04-04 05:21:49,lista_clientes.csv,163.107.103.182,Russia
FUNC540,TI,Analista,2026-04-06 15:44:49,lista_clientes.csv,43.55.10.20,China
FUNC424,TI,Diretor,2026-03-28 16:20:49,codigo_fonte.git,116.126.203.88,EUA
FUNC908,RH,Gerente,2026-04-03 00:47:49,codigo_fonte.git,85.143.163.198,China
FUNC119,Vendas,Diretor,2026-04-10 21:58:49,relatorio_mensal.xlsx,130.12.206.142,China
FUNC715,Operacoes,Analista,2026-03-27 04:04:49,planejamento_estrategico.pptx,227.50.41.29,China
FUNC952,RH,Estagiario,2026-04-03 22:32:49,planejamento_estrategico.pptx,29.199.179.242,China
FUNC575,Vendas,Estagiario,2026-03-24 19:28:49,lista_clientes.csv,185.109.65.34,China
FUNC482,RH,Estagiario,2026-04-15 02:00:49,folha_pagamento.pdf,120.167.46.197,EUA
FUNC914,Operacoes,Analista,2026-04-09 00:47:49,relatorio_mensal.xlsx,70.177.74.233,EUA
FUNC892,RH,Estagiario,2026-04-06 10:42:49,lista_clientes.csv,188.144.199.111,China
FUNC460,Operacoes,Gerente,2026-03-31 12:06:49,codigo_fonte.git,137.189.243.66,Russia
FUNC808,Operacoes,Analista,2026-03-31 07:39:49,planejamento_estrategico.pptx,127.13.254.51,China
FUNC650,RH,Analista,2026-04-17 14:47:49,lista_clientes.csv,11.137.44.55,Russia
FUNC867,TI,Analista,2026-04-17 10:19:49,folha_pagamento.pdf,145.91.187.83,Russia
FUNC211,Vendas,Diretor,2026-03-25 01:23:49,planejamento_estrategico.pptx,131.21.62.192,China
FUNC861,Financeiro,Gerente,2026-04-01 01:32:49,lista_clientes.csv,35.44.114.92,China
FUNC652,RH,Diretor,2026-04-03 19:59:49,folha_pagamento.pdf,59.49.62.3,Russia
FUNC322,TI,Diretor,2026-04-10 13:12:49,folha_pagamento.pdf,126.98.98.114,EUA
FUNC954,RH,Analista,2026-04-07 05:25:49,relatorio_mensal.xlsx,254.120.73.183,Russia
FUNC652,Operacoes,Gerente,2026-04-17 02:32:49,lista_clientes.csv,248.240.134.67,Russia
